cluster_id,size,percentage,pipeline tag_text-generation_mean,pipeline tag_text-generation_deviation,pipeline tag_text-generation_deviation_pct,datasets :: MMLU_mean,datasets :: MMLU_deviation,datasets :: MMLU_deviation_pct,pipeline tag_nan_mean,pipeline tag_nan_deviation,pipeline tag_nan_deviation_pct,datasets :: Average_mean,datasets :: Average_deviation,datasets :: Average_deviation_pct,architectural type_llama_mean,architectural type_llama_deviation,architectural type_llama_deviation_pct,real architecture_LlamaForCausalLM_mean,real architecture_LlamaForCausalLM_deviation,real architecture_LlamaForCausalLM_deviation_pct,UGI-Leaderboard :: W/10-Adherence_mean,UGI-Leaderboard :: W/10-Adherence_deviation,UGI-Leaderboard :: W/10-Adherence_deviation_pct,datasets :: ARC_mean,datasets :: ARC_deviation,datasets :: ARC_deviation_pct,datasets :: GSM8K_mean,datasets :: GSM8K_deviation,datasets :: GSM8K_deviation_pct,datasets :: Winogrande_mean,datasets :: Winogrande_deviation,datasets :: Winogrande_deviation_pct,UGI-Leaderboard :: W/10 👍_mean,UGI-Leaderboard :: W/10 👍_deviation,UGI-Leaderboard :: W/10 👍_deviation_pct,datasets :: HellaSwag_mean,datasets :: HellaSwag_deviation,datasets :: HellaSwag_deviation_pct,UGI-Leaderboard :: Coding 💻_mean,UGI-Leaderboard :: Coding 💻_deviation,UGI-Leaderboard :: Coding 💻_deviation_pct,UGI-Leaderboard :: UGI 🏆_mean,UGI-Leaderboard :: UGI 🏆_deviation,UGI-Leaderboard :: UGI 🏆_deviation_pct,datasets :: TruthfulQA_mean,datasets :: TruthfulQA_deviation,datasets :: TruthfulQA_deviation_pct
1,3,2.127659574468085,0.0,-0.9716312056737588,-99.99999998970803,0.3428563918194793,-0.10861703247201104,-24.058344656367844,0.6666666666666666,0.652482269503546,4599.99996757,0.4483836718796732,-0.04491356486768727,-9.104767169329339,0.0,-0.6312056737588653,-99.99999998415731,0.0,-0.624113475177305,-99.99999998397728,9.0,4.538461538461538,101.72413792875446,0.4325938566552901,-0.03784300341296931,-8.04422582861261,0.1076573161485974,-0.13424109173616372,-55.49482233244814,0.6787687450670876,-0.0024056827150749083,-0.353166915345664,7.5,2.9212121212666666,63.79880873649439,0.6387173869747063,-0.019038438558056092,-2.8944538103848916,23.0,8.076923076923077,54.123711339843496,30.13,12.104,67.14745367764814,0.4897083346128792,0.03266385968815133,7.146757366749503
2,24,17.02127659574468,1.0,0.028368794326241176,2.919708028896589,0.6379956323685771,0.1865222080770868,41.31410577012083,0.0,-0.014184397163120567,-99.99999929500001,0.6717837068209693,0.17848647007360885,36.182337289036425,0.08333333333333333,-0.5478723404255319,-86.79775279523764,0.08333333333333333,-0.5407801418439716,-86.64772725884393,,,,0.6427403299203641,0.1723034698521047,36.626268993989456,0.5580300732878444,0.31613166540308324,130.68778254340498,0.792192843988424,0.11101841620626152,16.29808925027156,,,,0.8412500829847972,0.18349425745203485,27.897017449524377,,,,,,,0.5584932783758095,0.10144880345108165,22.196702726926713
3,114,80.85106382978722,0.9912280701754386,0.019596864501679745,2.016903572593037,0.40779426467770963,-0.043679159613780716,-9.674801938265318,0.0,-0.014184397163120567,-99.99999929500001,0.4509096195783714,-0.04238761716898909,-8.592713277675417,0.7631578947368421,0.13195222097797688,20.904790061738385,0.7543859649122807,0.13027248973497574,20.873205738282337,3.6363636363636362,-0.8251748251748254,-18.495297805228088,0.42946245733788396,-0.04097440273037545,-8.709862300271345,0.16736921910538283,-0.07452918877937831,-30.8101195870927,0.6545540647198106,-0.026620363062351937,-3.9080097509117055,4.129370629307692,-0.44941724942564143,-9.815201344076069,0.6139075881298546,-0.043848237402907775,-6.666339649781998,13.454545454545455,-1.4685314685314683,-9.840674789062454,16.163846153846155,-1.862153846153845,-10.330377488868937,0.4323701234995866,-0.024674351425141294,-5.398676228129946
