label/auc,label/logloss,total_time,time_per_epoch,train_time_per_epoch,test_time_per_epoch,model_update_time_per_epoch,data_loading_time_per_epoch,average_memory_used,average_utilization,peak_memory_used,peak_utilization,model,model_type,dataset,label/recall@10,label/ndcg@100,label/recall@5,label/ndcg@10,label/recall@50,label/ndcg@50,label/recall@1,label/recall@100,label/ndcg@1,label/recall@20,label/ndcg@5,label/ndcg@20
0.6186575889587402,0.48530009388923645,9590.793069839478,2397.69826745927,2303.6047742957076,75.27479453085347,2021.1827144021702,282.4220598935374,9672.362499999996,81.66562500000006,9794.0,95.0,DINRanker,ranker,amazon_clothing_5core,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.6056531667709351,0.48684075474739075,11612.150289535522,2322.43005790664,2232.286057376415,75.12000044185658,2039.3570990081523,192.92895836826278,7099.307493540052,79.93281653746774,7132.0,91.0,DCNv2Ranker,ranker,amazon_clothing_5core,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.6168518662452698,0.48552206158638,9339.1299097538,2334.782477437866,2240.5651673072934,75.37384810446186,1952.2661042208558,288.2990630864376,9874.212218649514,79.63344051446947,10000.0,94.0,MLPRanker,ranker,amazon_clothing_5core,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,12537.82181596756,1791.117402280824,1352.9454372267833,383.4004694222925,1141.9537495883944,210.99168763838884,5282.311750599521,51.508393285371696,6994.0,73.0,MLPRetriever,retriever,amazon_clothing_5core,0.00991859845817089,0.01014427375048399,0.00791206769645214,0.007979350164532661,0.01648004911839962,0.00939068105071783,0.006556459236890078,0.021184740588068962,0.006556459236890078,0.012399784289300442,0.007352499756962061,0.008585112169384956
N/A,N/A,7702.658337593079,1925.6645843977883,1429.467688977361,396.95751633636166,1218.8667432662778,210.6009457110831,5709.22178988327,49.96108949416344,7460.0,77.0,SASRecRetriever,retriever,amazon_clothing_5core,0.009870210662484169,0.010092481970787048,0.008425124920904636,0.007492967881262302,0.017537269741296768,0.009147414937615395,0.005223892163485289,0.02337445132434368,0.005223892163485289,0.012538800947368145,0.007032801862806082,0.008163916878402233
