emotion,model,dataset,pitch,spectrogram,mel spectrogram,MFCCs,RMS,spectral centroid,spectral bandwidth,spectral contrast,spectral flatness,spectral roll-off,zero crossing rate,LPCs,tempogram,chromagram,pseudo-constant-Q transform,IIRT,variable-Q transform,constant-Q chromagram,wavlm
All,Plachtaa/VALL-E-X,TESS,0.6725040761376554,0.2097670257357614,0.9154358679481917,0.0410050030702976,0.6463683054729231,0.6766519572100853,0.9246308791664478,0.9308572876641668,0.3113893106789328,0.7491830660058179,0.4445869117451932,0.9578617032936642,0.3235941902227595,0.5389603217371872,0.6614398144398417,0.9582675581318992,0.9002658594506128,0.6436825942567417,0.7831796648672649
All,OuteAI/OuteTTS-0.2-500M,LS Clean,0.6094057167289444,0.2609116778960806,0.9259390328904143,0.048555614393163,0.6969681976528095,0.7674492080721121,0.9318417309732568,0.9365477676180572,0.3228659927301137,0.8197740013398843,0.6114891362278956,0.971968478361102,0.5159054782957004,0.6036282086645374,0.6706908471939218,0.9549574700475648,0.9001918215560549,0.7167467890236214,0.8835977457577491
Anger,coqui/XTTS-v2,CREMA-D,0.4908116454438432,0.2854561943593439,0.8765556257019559,0.0162507402191329,0.5529061787766935,0.807237468440108,0.9169923201520668,0.945820582431768,0.2703049375187359,0.8119122638127312,0.6871983163659697,0.981829622053588,0.2087723771026,0.5732196589358383,0.6763641547616172,0.9578428545828936,0.9080441753448903,0.7833828729301003,0.7961825932077501
Happiness,coqui/XTTS-v2,CREMA-D,0.4640990655178256,0.3215936946259572,0.909853965684167,0.0094135056263562,0.6007452515785953,0.8225164458852615,0.926161508576912,0.9505953608182944,0.2872899082832352,0.8037929422192306,0.7183341061934464,0.9723701340012258,0.2486434122015619,0.5989624387040059,0.6974523325192141,0.9594622315066906,0.918495128054228,0.8140235864272076,0.7968606377226451
Neutral,coqui/XTTS-v2,CREMA-D,0.4577630048506546,0.3477056013220964,0.9212690889558128,0.0068914513114577,0.6633663097301195,0.8040128340391793,0.9234940405492112,0.9543187703839124,0.2768419564879217,0.7735791917931807,0.7167106842840177,0.9624096000749012,0.2548984792544766,0.6294258225795835,0.7218864902507427,0.9625414068199868,0.9191051693295323,0.8418723457913067,0.8241177238419999
Sadness,coqui/XTTS-v2,CREMA-D,0.3598572869689858,0.3760435916216675,0.9210788738471511,0.0128751752507545,0.7043875836268625,0.7954697519877696,0.9249976793929814,0.9553153302793204,0.2769858219972741,0.761807900188822,0.7068957719891514,0.9399874697105224,0.2604148125113129,0.6542086326469005,0.7345043077484046,0.962120655849991,0.91433071568549,0.8607701421637524,0.8071732487034589
Fear,coqui/XTTS-v2,CREMA-D,0.4397833210328905,0.3240748558166772,0.9090769958571964,0.0071218847090053,0.5970797791555464,0.8050877931794814,0.9298110585268866,0.951660854914927,0.2726062075557245,0.791917075316974,0.6864042761750917,0.950723001808995,0.2424748778220285,0.6114478393405225,0.6880158800024216,0.963309633134373,0.9180137360484808,0.8193192743268768,0.8052442707803008
Disgust,coqui/XTTS-v2,CREMA-D,0.3352416240831127,0.3122028112678226,0.8947377128077577,0.0041951236394707,0.6029590617631196,0.7896160351844179,0.9178560743084836,0.951666177796024,0.2713615036626586,0.7750358201735345,0.6728541520987409,0.9509448122437644,0.2324641235284492,0.6362680099317737,0.6821064952592008,0.9590729134084692,0.9082271343863192,0.8430918041637424,0.8090679615901971
All,coqui/XTTS-v2,CREMA-D,0.4237724129924052,0.3273550345203029,0.905037005464344,0.0095214459200855,0.6191742726318215,0.8039894914947222,0.9232119735426312,0.9514946968895116,0.2758750564741406,0.7866564395827125,0.697605172621342,0.9596440360233512,0.2409412033122506,0.6169544469808107,0.6995150872384724,0.9606800313796038,0.9142522343960792,0.8267107996603716,0.8060039597988614
Disgust,microsoft/speecht5_vc,TESS,0.7970367154629554,0.3991438989341259,0.9381561490893364,0.0651274432975333,0.7480778858065605,0.8696227135088642,0.9431745441407314,0.9395278481714052,0.6094138095527888,0.8498514880062258,0.8168467225814148,0.9683043199777605,0.3638164872067866,0.5273304487764835,0.6639537590742112,0.9663904258608818,0.9118243685364724,0.6519915229082107,0.8781103238463401
Anger,microsoft/speecht5_vc,TESS,0.8482165338450447,0.4116278985142708,0.931004569232464,0.0834811245370656,0.7735723260045052,0.8593915108281871,0.96450661434279,0.946721488097896,0.4196886395290494,0.8536267422198628,0.7530562639064278,0.9906446340680124,0.2867342654080036,0.521500268727541,0.7229318776726723,0.9702810999751093,0.9140950310230256,0.6411645126342773,0.8246713350713253
Neutral,microsoft/speecht5_vc,TESS,0.8774834940623769,0.4033252654969692,0.9451778408885002,0.0497779674071352,0.8467313277721406,0.7776153362107658,0.942778010171863,0.9450530315216484,0.3266870143357664,0.8105835436718044,0.6564670888272025,0.9809078177809716,0.3054780548489579,0.5049266582727432,0.6897629940509796,0.9772005251049996,0.9024328717589378,0.5799933387339116,0.8881981021165848
Sadness,microsoft/speecht5_vc,TESS,0.8627641151008264,0.4152595694363117,0.950888506770134,0.0257356536474253,0.8217767781019211,0.8252221445875785,0.9491602576819328,0.943432568588822,0.5307570884004236,0.8263182282401033,0.7512244073348943,0.9680634778738022,0.362871172968529,0.480893027484417,0.6077194356918335,0.9751677870750428,0.9098640859127044,0.5896534942090511,0.8519679871201515
Fear,microsoft/speecht5_vc,TESS,0.8689052391130567,0.4378229092061519,0.9411132675409316,0.1191182028071489,0.8197639432549476,0.8628328000867528,0.9659357778367909,0.9481696262598046,0.5091221563611179,0.859139573506435,0.7674173331895999,0.9936399549245836,0.2772907877403542,0.497040936499834,0.7576657068729401,0.9720407384634018,0.9140738496184349,0.6261941178143025,0.8392057260870933
Happiness,microsoft/speecht5_vc,TESS,0.7860388125852998,0.4200369802117347,0.9350060051679612,0.1498527332954108,0.7679296162724495,0.8966441631940408,0.9521589037426508,0.9408718665412564,0.6490916194021702,0.8732244095299795,0.86330052814352,0.9860227411985396,0.3215859651735478,0.5295132748782635,0.7179721629619599,0.9618428072333336,0.9177880156040192,0.6849308866262436,0.8329237650334835
All,microsoft/speecht5_vc,TESS,0.8282855069517983,0.4127323574679238,0.9392448757801736,0.0897973886279214,0.7942483753391675,0.8510007217942773,0.9526052844644448,0.9432896399817484,0.5152882688785237,0.846926493055181,0.7741815598873245,0.9808470769865172,0.3211011293261434,0.5131207350747926,0.6955419015032904,0.9694511400801796,0.9118337844099316,0.6349043384407248,0.852068187722138
Neutral,OuteAI/OuteTTS-0.2-500M,RAVDESS,0.5158019240435188,0.2778019297503583,0.9327177010152652,0.0856854129090646,0.6334172618893639,0.8178571719867725,0.9055422424267164,0.9369063087579208,0.5098877009004354,0.8466740632705217,0.7323193912423244,0.9581473158753436,0.3294480810681066,0.684768334031105,0.7086242311710046,0.970043016516644,0.9339575624984244,0.7870117063107698,0.7910849231740703
Disgust,OuteAI/OuteTTS-0.2-500M,RAVDESS,0.4444968262062012,0.2903537259588011,0.9237924214938412,0.1085120600878524,0.6085077889845302,0.8164603770444402,0.9237960275472596,0.9371291484854478,0.4610019561672664,0.8619958968616013,0.684755532199327,0.9292715826760168,0.3499926109247677,0.6755148130266563,0.6763571178267818,0.9690628498792648,0.932179289991441,0.7920580117598824,0.7588156829385654
Anger,OuteAI/OuteTTS-0.2-500M,RAVDESS,0.5695588882695438,0.2957421698980992,0.9282879858561184,0.155492951701213,0.6157274050129634,0.8569141359393092,0.9324612673283994,0.9340823602737482,0.4836471903583277,0.8877622175244761,0.7302385460617014,0.979628745952378,0.3444438064023986,0.6544234423857668,0.6765269706754976,0.9684413878814034,0.9376161192422328,0.755300742128621,0.7815241617677005
Happiness,OuteAI/OuteTTS-0.2-500M,RAVDESS,0.6081447728369767,0.2945485426840635,0.9307093228334966,0.1467157862017579,0.6842495144385105,0.8423826786540572,0.9258679555708774,0.9356452598734436,0.4981583023605787,0.874319535102929,0.7221057114047322,0.969310059171656,0.3428936682162132,0.648409621871036,0.6893291866258748,0.966594054647114,0.9345633504183396,0.7549900778609774,0.800436030101517
Fear,OuteAI/OuteTTS-0.2-500M,RAVDESS,0.5423553550606895,0.2795446889760409,0.924275797346364,0.1473948826548977,0.6340234728739801,0.8577610985184806,0.9382806583382346,0.9385379261786476,0.4632855486124754,0.8891687243554429,0.7532718792114639,0.9591466628986856,0.3221885990013775,0.645373561622008,0.6640532621054065,0.9531385882393174,0.9361904195469358,0.7645868195787721,0.7388109806925058
Sadness,OuteAI/OuteTTS-0.2-500M,RAVDESS,0.4961842503164399,0.2860881890899137,0.93156693616639,0.1097632278759429,0.6381076558166608,0.8170265674082006,0.9241676391200204,0.9375501275796678,0.4866877482070223,0.8582892235773959,0.7115560876441996,0.9377448749930962,0.3445768006287623,0.6710922109044116,0.6929991824524578,0.9604035800565844,0.9348117113113404,0.7792711228780125,0.7630170018452666
All,OuteAI/OuteTTS-0.2-500M,RAVDESS,0.5259580120776807,0.2875283876011902,0.9278333966714748,0.1240687624151257,0.6336580822198641,0.8309698651854789,0.9244474255166084,0.9369221691436064,0.4851416875729742,0.8675591345437574,0.7168188466786883,0.9519741746826448,0.3383625291093043,0.6627841909078585,0.6813184364136997,0.9616235355536144,0.9347634813923766,0.7728826132373533,0.7696252558218396
All,WhisperSpeech/WhisperSpeech,LS Clean,0.5862593322555004,0.2315814154435887,0.9091300545302966,0.0261318504067477,0.6400394044077123,0.7485049630853337,0.9237657736447554,0.935858018963268,0.2655154053792748,0.8037258093300618,0.5912811439650205,0.9628094318258852,0.5070922630947683,0.5694418358325049,0.638831388597725,0.95312036553412,0.8880821878900965,0.6836250208488858,0.90141712555676
Fear,Plachtaa/VALL-E-X,CREMA-D,0.5704920328829052,0.3664252157000767,0.9522322837378928,0.0231251983727949,0.6668116576116097,0.8317067860877178,0.948983947216136,0.9505489014961004,0.3261194365705136,0.8333464271843326,0.700291951243159,0.9133326284522184,0.3380481272281743,0.5588061405536952,0.7407558302179441,0.9605485657993156,0.9291639238856764,0.7745659253193257,0.720700593545215
Sadness,Plachtaa/VALL-E-X,CREMA-D,0.5104039179165981,0.4104971818643709,0.9559265909065968,0.0202606038529103,0.7266441102398229,0.8296215743992201,0.9443070800866288,0.9491441193063443,0.3401994065736482,0.8156441855018725,0.7112451772335798,0.9020817526745816,0.3424884505413286,0.5765154652872442,0.7592001629899965,0.955907092743102,0.9243310479389456,0.8033826918761314,0.7296295889854052
Anger,Plachtaa/VALL-E-X,CREMA-D,0.6292336741431095,0.3225394758449937,0.9403011224150372,0.0372699617284941,0.6501524703386007,0.8382187081091649,0.9482930300015404,0.949564773778866,0.3022111417576019,0.8494523248898891,0.7106265238777338,0.958268625520958,0.3536139214474607,0.5448318111488719,0.7174283153449341,0.9613509364040864,0.9268811225132424,0.7494285465614513,0.7487598851904
Disgust,Plachtaa/VALL-E-X,CREMA-D,0.4729366356302717,0.3590032397373005,0.9507958186744412,0.0174919390334208,0.6743004173158935,0.8248394005101065,0.944019295166766,0.9505409824118474,0.3124983017210602,0.8251595765992789,0.6906449295662391,0.9151605836863356,0.3525879304221533,0.5757370797432693,0.7316609210643678,0.959232241887371,0.9265955084358404,0.7948291045194973,0.7388102988236085
Happiness,Plachtaa/VALL-E-X,CREMA-D,0.5915286134104772,0.3484079895382517,0.9474407083569012,0.0237288289385497,0.6630874636717135,0.8403708743331761,0.9441095182963076,0.9508139417548404,0.308889905742074,0.832644322147252,0.7243910559564909,0.9426364635273684,0.3390126794081232,0.5489862772710947,0.7340645928442621,0.9602706111795672,0.9280646266497216,0.7653154085909647,0.74572696774463
Neutral,Plachtaa/VALL-E-X,CREMA-D,0.6026684341855955,0.3718457414660343,0.9530300072736518,0.0156912781138284,0.6993921588742456,0.8268234650779,0.9397755232399924,0.9515735389637154,0.3171341828863288,0.8135142549345059,0.7150460155546258,0.9295296727086222,0.3398203954380174,0.5632930363887965,0.7522911629288696,0.9593792161276176,0.9263884074188942,0.7907400279821352,0.7670509213624999
All,Plachtaa/VALL-E-X,CREMA-D,0.5618932504547012,0.362904030183563,0.9498783680164944,0.0231069191037447,0.6795867788853407,0.8320564138127785,0.9450418160377156,0.9503344757951396,0.3178595671746576,0.8286589806130616,0.7085508711321828,0.9267683187317428,0.3443717485282948,0.5613138748697288,0.7389106042095986,0.959449814332892,0.9269168584729018,0.7794375377585706,0.7411547961503105
Disgust,microsoft/speecht5_vc,RAVDESS,0.3007607070425173,0.0733916096581632,0.8353523508362148,-0.0139247769396245,0.2273691055154853,0.8302515737982443,0.9219653237364074,0.9320521206483064,0.4152774473895197,0.8631785950144242,0.6587130816337797,0.9600208058305408,0.3667878071437681,0.7012471556663513,0.3417186614773843,0.9556220251580944,0.8771230312793151,0.793468771421391,0.827287059115327
Neutral,microsoft/speecht5_vc,RAVDESS,0.3040461626244867,0.0456548261446068,0.8494759150173353,-0.0554884004510392,0.1243058858925233,0.8292897967627546,0.9059185210137252,0.9264704458397118,0.4300704466421967,0.8355644819823324,0.6665294619373558,0.9738134605729062,0.3794321607622266,0.6990267670024997,0.2466488838924662,0.9591699119495308,0.8711047651975051,0.7601048596527266,0.8697293821884238
Sadness,microsoft/speecht5_vc,RAVDESS,0.3024784762789411,0.0650408695092546,0.8569294619171516,-0.0330084115994395,0.1843912492103813,0.8360905579275343,0.9215922728747832,0.9324566990021744,0.4257906673314131,0.8557387356798433,0.6655007776817574,0.9634693618053976,0.3696763716710133,0.6809441173530143,0.2997635561345226,0.9623593713926232,0.8840749788543453,0.7630849211760189,0.8382751876893251
Fear,microsoft/speecht5_vc,RAVDESS,0.2903134590536902,0.0651406806162254,0.8446288989937824,-0.036199636146826,0.1490118127840105,0.8583843160045567,0.935306514657698,0.9327841248036352,0.4348699388539661,0.8758718214689132,0.6953690677789455,0.9796842641156652,0.333659310161785,0.6591992342601651,0.2713716535262115,0.9627950476563496,0.8910684851200684,0.7622068252252496,0.7736889636548965
Happiness,microsoft/speecht5_vc,RAVDESS,0.3300631299280271,0.0687426032533909,0.8359771108497744,-0.0107064113653905,0.1766081788050739,0.8548687671217471,0.9211045373464668,0.9251142311706582,0.4188807113501041,0.8666751533137366,0.6991639102442969,0.981170638423899,0.3155747655814258,0.6614228558281193,0.284141237007292,0.9594406773862632,0.8824970356148222,0.7621483226185259,0.8361196145415306
Anger,microsoft/speecht5_vc,RAVDESS,0.3529510487131272,0.0945196446567854,0.8218882297692092,0.0137275419570157,0.259634407835066,0.8700722592026319,0.9316045855016862,0.9290718340720252,0.4286765297064963,0.8895892565859694,0.7201170492374004,0.9891791437631068,0.296433419578976,0.6751792753196281,0.3759894614492584,0.9607624965517416,0.8851269366948501,0.7804309761394626,0.8128430684623511
All,microsoft/speecht5_vc,RAVDESS,0.3090133648433826,0.0663481160949416,0.8393885086412015,-0.0272547781679284,0.1801827097101984,0.8431360185175863,0.9223005103706104,0.9301228037755064,0.4252827585283397,0.8618386892187073,0.6773438306739089,0.9712671221166416,0.344481546490675,0.6812827772420386,0.2931188881967513,0.9595556600370267,0.8810814870872359,0.771263183027074,0.8265496380195237
Neutral,OuteAI/OuteTTS-0.2-500M,SAVEE,0.4083962880187957,0.2409712748395072,0.945275882879893,0.0064592871899043,0.5999996547897657,0.6534431882687539,0.8543573862536384,0.9411892289828812,0.2542288281333943,0.6145877595736645,0.5896914634605201,0.8865939325756497,0.3653847183958302,0.7097596592373319,0.6321788094109959,0.8678118771976895,0.9187651634216308,0.7911721428235372,0.5590716578894191
Anger,OuteAI/OuteTTS-0.2-500M,SAVEE,0.5139648781589106,0.274726830340094,0.9279051860173544,-0.0185112378042605,0.574660208572944,0.7195982709931228,0.8891205026577634,0.9418649472298664,0.2757899343139595,0.7140167784506285,0.5775082811720198,0.8190145588583416,0.3629439520818595,0.6473901285065545,0.6466502795616785,0.922122942076789,0.9114802122116088,0.7640730526712206,0.5696426024039586
Sadness,OuteAI/OuteTTS-0.2-500M,SAVEE,0.3971402820701426,0.2735475341478983,0.9510493410958184,0.0346511258976534,0.5781467275487052,0.6823359680748302,0.877893986247886,0.9400743579529935,0.3091187534232934,0.6304174459999881,0.5954090006462139,0.8327889694107904,0.3636298940443461,0.7041476706663767,0.6605911711851756,0.8380918714735243,0.9262385196155972,0.7791765438185798,0.529059581624137
Fear,OuteAI/OuteTTS-0.2-500M,SAVEE,0.5898574060319395,0.2579753368265099,0.9374427821901108,0.0108513468307339,0.6108021987809076,0.6661718637780198,0.8733830602090294,0.9416601897261242,0.2429022187367081,0.6341489649294273,0.5901352167952392,0.942165176735984,0.3929892203022982,0.6099252223968505,0.6062942766480975,0.8843030254046123,0.9204436951213412,0.7212719400723775,0.5965210040410359
Happiness,OuteAI/OuteTTS-0.2-500M,SAVEE,0.4342284866609397,0.2287136926833126,0.9338449875513712,-0.0140397761534485,0.4981054599086443,0.6822180961253831,0.8824324201812084,0.940698202042114,0.1850120418187644,0.6828521967171782,0.5386794139727458,0.8051995320452584,0.366000367569553,0.6412090950542026,0.6031108972099092,0.966094496515062,0.9180417127079434,0.7644323468208313,0.5436141133308411
Disgust,OuteAI/OuteTTS-0.2-500M,SAVEE,0.4320051765537841,0.2437613704966174,0.9199478374587164,-0.0082016362110152,0.5460889200369518,0.6689764181891252,0.8404541431333544,0.9208203817124614,0.2541460374784138,0.6153078992991703,0.5701457220896895,0.8559374180104997,0.3477439500467357,0.6793669270144569,0.6110630591710409,0.8565374506844414,0.8988952345318264,0.7682992272906833,0.4716840803623199
All,OuteAI/OuteTTS-0.2-500M,SAVEE,0.4616501711105463,0.2569259121444904,0.9373248370157348,0.0038919094645987,0.5751088708949585,0.6800351400473295,0.8712512345410451,0.93864808023594,0.2527046488753209,0.6485920820977461,0.5768057745707135,0.8610161870304082,0.3645574612616211,0.6711323274506463,0.6323093505369293,0.8828654112087355,0.9170375608735616,0.7688135277893808,0.539409879139728
All,Plachtaa/VALL-E-X,LS Clean,0.581803456805352,0.2450763379742626,0.9208452057292444,0.049354186749372,0.6809625453792001,0.7607538987100931,0.9255574322339146,0.9380986751610718,0.3198939480097211,0.8133614527461751,0.6056879443652454,0.9747467395231014,0.5029662964000507,0.5966450003267244,0.6499345144527104,0.9558902472030116,0.8991081632503116,0.7146326775086745,0.9009997314169208
Disgust,Plachtaa/VALL-E-X,SAVEE,0.6478416135022586,0.2094129222962591,0.927752657731374,0.0151996170371098,0.6927602450052898,0.5913891082733025,0.820759264140374,0.9427807115716332,0.1440693157621556,0.5471440718916409,0.52643102063793,0.9925814867019652,0.437159630815782,0.6279997799131606,0.6319491922855377,0.9460568997595046,0.9090734243392944,0.7271638247701857,0.7540619634919696
Anger,Plachtaa/VALL-E-X,SAVEE,0.6456447790807822,0.2417632718880971,0.922234935230679,0.043535922372151,0.6806433022022247,0.6405553781387705,0.8646467508047775,0.943496798780328,0.1224034005776047,0.6333843847116978,0.4987290138944953,0.9959985150231256,0.4034669314907445,0.6206416540675693,0.6690991865264044,0.9650636898146736,0.9078587333361308,0.7186772015359667,0.7645362178484599
Fear,Plachtaa/VALL-E-X,SAVEE,0.6973588764528367,0.2557955943875842,0.9297226309776306,0.0343748834475667,0.692007632388009,0.6424391424073164,0.8580698646258977,0.940796663692568,0.1479394729145699,0.6041102379409018,0.5529078997110349,0.9978665908177694,0.4350082741902198,0.5934318052397833,0.637929544183943,0.9688522974650066,0.915280689133538,0.6840309262275696,0.7868249668015375
