,player_id,Player,pos,GP,TOI,TOI_pp,Goals,Assists,First_Assists,Total_Points,Total_Points_pp,Shots,ixG,iCF,iSCF,iHDCF,Hits,Shots_Blocked,SF,CF,GF,xGF,Def_Zone_Starts,Off_Zone_Starts,oiSH,SCF,GA,G-ixG,OZ Start%,GF%
35,8473507,Jeff Petry,D,61,1362.9333333333334,141.04999999999987,5,26,8,31,9.0,113,5.91,253,55,7,190,111,766,1390,72,79.99999999999999,243,154,0.09399477806788512,708,73,-0.9100000000000001,0.3879093198992443,0.496551724137931
36,8473512,Claude Giroux,F,82,1541.266666666669,225.28333333333345,35,44,27,79,24.0,214,21.92000000000001,357,199,95,75,30,1007,1888,108,114.82000000000001,409,401,0.10724925521350546,1004,80,13.079999999999991,0.49506172839506174,0.574468085106383
37,8473533,Jordan Staal,F,81,1317.716666666668,20.666666666666753,17,17,7,34,0.0,124,16.59,201,151,84,155,39,624,1263,55,63.260000000000005,396,252,0.08814102564102565,612,66,0.41000000000000014,0.3888888888888889,0.45454545454545453
38,8473544,Derick Brassard,F,62,755.1833333333321,116.73333333333342,13,10,8,23,10.0,92,11.479999999999999,139,98,58,90,10,428,799,42,44.25,147,136,0.09813084112149532,416,21,1.5200000000000014,0.48056537102473496,0.6666666666666666
39,8473548,Phil Kessel,F,82,1050.3166666666666,118.93333333333345,14,22,9,36,9.0,149,14.330000000000004,261,157,56,10,28,588,1099,53,58.85,117,204,0.09013605442176871,583,48,-0.3300000000000036,0.6355140186915887,0.5247524752475248
40,8473563,Nicklas Backstrom,F,39,658.2499999999999,117.25000000000023,7,14,8,21,11.0,59,8.45,118,75,38,24,23,359,693,35,38.4,80,163,0.09749303621169916,348,43,-1.4499999999999993,0.6707818930041153,0.44871794871794873
41,8473604,Jonathan Toews,F,53,938.6666666666661,151.83333333333331,15,16,12,31,12.0,87,10.650000000000002,138,87,50,9,23,479,896,49,49.70000000000001,169,193,0.1022964509394572,407,69,4.349999999999998,0.5331491712707183,0.4152542372881356
42,8473986,Alex Killorn,F,82,1411.1333333333341,174.66666666666677,27,37,18,64,12.0,143,20.080000000000002,239,173,98,61,31,731,1358,102,80.50000000000001,289,276,0.13953488372093023,766,77,6.919999999999998,0.48849557522123893,0.5698324022346368
43,8473994,Jamie Benn,F,82,1294.2500000000061,240.41666666666646,33,45,22,78,30.0,190,26.01000000000001,330,211,105,97,38,792,1503,122,93.20999999999998,203,395,0.15404040404040403,853,57,6.989999999999991,0.6605351170568562,0.6815642458100558
44,8474009,Nick Bonino,F,62,986.7333333333314,96.83333333333329,10,9,7,19,1.0,91,11.869999999999997,148,102,55,19,79,437,783,39,45.279999999999994,238,137,0.08924485125858124,442,57,-1.8699999999999974,0.36533333333333334,0.40625
45,8474013,Ian Cole,D,78,1512.1333333333332,3.699999999999997,3,14,7,17,0.0,109,4.969999999999996,218,66,14,117,123,654,1224,66,70.54999999999998,314,122,0.10091743119266056,684,78,-1.9699999999999962,0.2798165137614679,0.4583333333333333
46,8474027,Justin Braun,D,51,764.1166666666652,2.400000000000006,0,2,2,2,0.0,42,1.4300000000000006,100,27,0,47,49,327,625,25,27.43,164,73,0.0764525993883792,289,34,-1.4300000000000006,0.3080168776371308,0.423728813559322
47,8474031,Kevin Shattenkirk,D,75,1447.7499999999955,135.9499999999999,4,23,14,27,8.0,145,5.459999999999997,278,66,10,79,115,721,1318,64,66.87,226,168,0.08876560332871013,607,94,-1.4599999999999973,0.4263959390862944,0.4050632911392405
48,8474034,Pat Maroon,F,80,827.5833333333322,7.599999999999994,5,9,4,14,1.0,62,9.389999999999999,122,84,48,172,12,367,769,23,35.57000000000001,84,124,0.06267029972752043,398,27,-4.389999999999999,0.5961538461538461,0.46
49,8474037,James van Riemsdyk,F,61,936.5833333333356,133.39999999999995,12,17,8,29,4.0,119,15.43,197,129,87,18,20,525,995,51,51.03,99,221,0.09714285714285714,495,44,-3.4299999999999997,0.690625,0.5368421052631579
50,8474040,Sam Gagner,F,48,584.2499999999985,74.08333333333341,8,6,4,14,3.0,78,7.809999999999998,125,64,33,16,14,322,627,24,29.87,63,119,0.07453416149068323,284,22,0.19000000000000217,0.6538461538461539,0.5217391304347826
51,8474053,Logan Couture,F,82,1568.7833333333338,242.5666666666666,27,40,23,67,20.0,199,26.42000000000001,342,229,121,128,70,816,1538,99,102.39999999999999,373,337,0.1213235294117647,926,118,0.5799999999999912,0.47464788732394364,0.45622119815668205
52,8474089,Brad Malone,F,10,76.86666666666639,0.7666666666666699,0,0,0,0,0.0,7,0.9400000000000001,14,7,2,26,4,38,72,0,4.01,17,19,0.0,39,7,-0.9400000000000001,0.5277777777777778,0.0
53,8474090,Brendan Smith,D,60,933.2000000000015,2.0000000000000027,0,5,1,5,0.0,58,3.6699999999999995,128,57,14,102,76,479,882,34,48.260000000000005,161,104,0.0709812108559499,472,40,-3.6699999999999995,0.39245283018867927,0.4594594594594595
54,8474102,David Perron,F,82,1387.316666666667,278.4833333333336,24,32,20,56,22.0,195,22.030000000000005,350,194,64,107,24,858,1549,105,92.09,153,305,0.12237762237762238,791,71,1.9699999999999953,0.665938864628821,0.5965909090909091
55,8474141,Patrick Kane,F,73,1409.5333333333324,248.64999999999972,21,36,20,57,22.0,227,18.92,371,175,53,13,19,774,1350,89,76.75,112,332,0.11498708010335917,674,76,2.0799999999999983,0.7477477477477478,0.5393939393939394
56,8474145,Robert Bortuzzo,D,43,540.3666666666652,0.55,2,3,2,5,0.0,30,1.5800000000000003,59,15,4,64,49,201,360,23,18.360000000000003,133,46,0.11442786069651742,189,29,0.4199999999999997,0.2569832402234637,0.4423076923076923
57,8474149,Evgenii Dadonov,F,73,1074.8499999999992,122.56666666666636,7,26,15,33,8.0,110,13.499999999999998,204,116,68,33,43,564,1043,56,58.419999999999995,125,185,0.09929078014184398,555,55,-6.499999999999998,0.5967741935483871,0.5045045045045045
58,8474150,Mikael Backlund,F,82,1489.3666666666638,158.08333333333377,19,37,23,56,12.0,260,26.599999999999987,424,236,101,97,31,926,1692,85,91.16000000000001,391,263,0.091792656587473,873,64,-7.599999999999987,0.40214067278287463,0.5704697986577181
59,8474151,Ryan McDonagh,D,71,1528.566666666666,10.733333333333322,2,18,10,20,0.0,78,5.849999999999998,178,60,14,63,165,629,1216,66,69.18999999999998,315,146,0.10492845786963434,632,76,-3.849999999999998,0.31670281995661603,0.4647887323943662
60,8474157,Max Pacioretty,F,5,68.2166666666663,19.4999999999999,3,0,0,3,1.0,16,2.45,34,18,6,4,1,47,109,3,5.5600000000000005,4,24,0.06382978723404255,48,2,0.5499999999999998,0.8571428571428571,0.6
61,8474161,Jakub Voracek,F,11,175.55,34.9166666666668,1,5,2,6,1.0,17,1.5700000000000003,27,15,4,2,7,101,184,8,10.16,22,55,0.07920792079207921,89,14,-0.5700000000000003,0.7142857142857143,0.36363636363636365
62,8474162,Jake Muzzin,D,4,66.85000000000001,0.033333333333333,0,1,1,1,0.0,8,0.34,19,7,0,11,10,32,64,2,2.6399999999999997,22,4,0.0625,35,4,-0.34,0.15384615384615385,0.3333333333333333
63,8474166,Alec Martinez,D,77,1480.3166666666634,12.016666666666756,3,11,4,14,0.0,76,3.789999999999999,197,54,13,48,244,686,1264,81,67.21,307,195,0.11807580174927114,628,68,-0.7899999999999991,0.3884462151394422,0.5436241610738255
