,player_id,Player,pos,GP,TOI,TOI_pp,Goals,Assists,First_Assists,Total_Points,Total_Points_pp,Shots,ixG,iCF,iSCF,iHDCF,Hits,Shots_Blocked,SF,CF,GF,xGF,Def_Zone_Starts,Off_Zone_Starts,oiSH,SCF,GA,G-ixG,OZ Start%,GF%
226,8476539,Jonathan Marchessault,F,76,1302.6666666666642,174.71666666666647,28,29,16,57,16.0,234,24.249999999999993,432,232,78,76,17,838,1499,83,83.75,157,267,0.09904534606205251,774,57,3.750000000000007,0.6297169811320755,0.5928571428571429
227,8476624,Barclay Goodrow,F,82,1162.0000000000025,22.933333333333238,11,20,12,31,2.0,89,10.439999999999996,158,104,58,122,64,511,936,48,49.580000000000005,215,126,0.09393346379647749,477,57,0.560000000000004,0.36950146627565983,0.45714285714285713
228,8476779,Brad Hunt,D,47,527.0666666666671,2.566666666666664,4,6,3,10,0.0,46,2.0300000000000007,97,20,2,16,10,266,508,21,21.0,52,54,0.07894736842105263,225,17,1.9699999999999993,0.5094339622641509,0.5526315789473685
229,8476792,Torey Krug,D,63,1170.7666666666673,174.60000000000042,7,25,13,32,14.0,126,6.929999999999999,251,83,8,40,87,684,1258,71,62.859999999999964,89,327,0.10380116959064327,672,72,0.07000000000000117,0.7860576923076923,0.4965034965034965
230,8476822,Luke Glendening,F,70,844.3666666666699,5.233333333333305,3,3,0,6,0.0,65,8.28,136,86,46,114,60,298,611,16,27.01,259,65,0.053691275167785234,263,41,-5.279999999999999,0.2006172839506173,0.2807017543859649
231,8476826,Yanni Gourde,F,81,1387.8833333333296,48.28333333333344,14,34,17,48,4.0,141,18.139999999999997,244,142,77,118,54,673,1320,75,69.27000000000002,211,207,0.11144130757800892,618,64,-4.139999999999997,0.49521531100478466,0.539568345323741
232,8476850,Ryan Murray,D,13,170.6166666666677,0.0,0,3,2,3,0.0,8,0.5199999999999999,17,5,2,11,12,75,141,5,6.569999999999999,25,25,0.06666666666666667,74,10,-0.5199999999999999,0.5,0.3333333333333333
233,8476851,Alex Galchenyuk,F,11,78.1833333333333,4.26666666666667,0,0,0,0,0.0,8,0.54,15,8,3,10,3,34,72,0,3.14,10,10,0.0,38,8,-0.54,0.5,0.0
234,8476853,Morgan Rielly,D,65,1410.7666666666657,196.15000000000015,4,37,20,41,17.0,126,8.039999999999997,242,91,19,70,85,841,1554,95,97.22,155,252,0.11296076099881094,895,68,-4.039999999999997,0.6191646191646192,0.5828220858895705
235,8476854,Hampus Lindholm,D,80,1854.949999999998,195.18333333333322,10,43,24,53,17.0,158,9.859999999999992,300,107,25,78,100,1043,1856,122,104.59999999999997,320,276,0.11697027804410355,1048,60,0.14000000000000767,0.46308724832214765,0.6703296703296703
236,8476856,Matt Dumba,D,79,1680.9333333333298,10.21666666666662,4,10,6,14,0.0,99,6.119999999999999,258,75,17,104,116,742,1446,54,67.05999999999999,217,131,0.07277628032345014,683,77,-2.119999999999999,0.3764367816091954,0.4122137404580153
237,8476858,Phillip Di Giuseppe,F,30,437.13333333333316,9.383333333333367,6,6,3,12,1.0,71,6.140000000000001,99,62,33,52,10,224,397,22,21.669999999999998,63,47,0.09821428571428571,220,24,-0.14000000000000057,0.42727272727272725,0.4782608695652174
238,8476867,Brendan Gaunce,F,5,52.316666666666,1.200000000000033,0,1,1,1,0.0,9,0.54,12,5,1,4,2,25,44,2,2.8800000000000003,12,12,0.08,16,3,-0.54,0.5,0.4
239,8476869,Brady Skjei,D,81,1766.4833333333272,76.21666666666687,18,20,8,38,7.0,188,9.49,411,127,26,71,62,937,1830,82,92.54999999999998,293,285,0.08751334044823907,871,82,8.51,0.4930795847750865,0.5
240,8476871,Tanner Pearson,F,14,188.91666666666632,20.883333333333496,1,4,3,5,1.0,17,2.1500000000000004,30,22,8,20,3,95,170,9,8.24,26,38,0.09473684210526316,86,16,-1.1500000000000004,0.59375,0.36
241,8476872,Scott Laughton,F,78,1426.2333333333347,136.09999999999988,18,25,13,43,9.0,170,16.060000000000002,278,139,63,156,57,774,1347,68,72.17999999999998,355,242,0.08785529715762273,654,86,1.9399999999999977,0.4053601340033501,0.44155844155844154
242,8476873,Mark Jankowski,F,50,621.9833333333362,3.616666666666651,7,5,3,12,0.0,57,6.010000000000001,106,69,34,45,31,246,458,16,22.030000000000005,141,35,0.06504065040650407,242,23,0.9899999999999993,0.19886363636363635,0.41025641025641024
243,8476874,Olli Maatta,D,78,1459.150000000003,4.35,6,17,8,23,0.0,62,3.1299999999999994,137,32,3,78,128,565,1075,49,52.320000000000014,234,150,0.08672566371681416,523,70,2.8700000000000006,0.390625,0.4117647058823529
244,8476875,Mike Matheson,D,48,1173.683333333337,152.41666666666666,8,26,18,34,9.0,126,7.700000000000002,252,73,11,53,80,532,1032,63,56.16999999999999,172,155,0.11842105263157894,491,66,0.29999999999999805,0.4740061162079511,0.4883720930232558
245,8476878,Zemgus Girgensons,F,80,1038.1500000000026,7.2833333333333625,10,8,4,18,1.0,114,13.139999999999997,202,117,53,96,49,444,816,27,41.45,296,166,0.060810810810810814,380,48,-3.139999999999997,0.3593073593073593,0.36
246,8476879,Cody Ceci,D,80,1610.75,6.449999999999976,1,14,4,15,0.0,88,4.0799999999999965,192,58,13,139,110,726,1313,71,75.91999999999999,384,160,0.09779614325068871,707,90,-3.0799999999999965,0.29411764705882354,0.4409937888198758
247,8476880,Tom Wilson,F,33,581.3666666666682,57.36666666666671,13,9,6,22,5.0,82,10.280000000000001,141,85,51,97,30,300,573,34,31.329999999999995,95,132,0.11333333333333333,279,46,2.719999999999999,0.5814977973568282,0.425
248,8476881,Tomas Hertl,F,79,1523.2166666666642,239.8833333333332,22,41,19,63,22.0,183,28.52,342,249,140,91,57,926,1808,100,109.99000000000004,175,336,0.1079913606911447,1061,102,-6.52,0.6575342465753424,0.49504950495049505
249,8476882,Teuvo Teravainen,F,68,1149.8000000000018,159.83333333333357,12,25,18,37,11.0,144,13.589999999999993,235,122,41,15,18,647,1208,62,68.47,104,265,0.09582689335394126,599,44,-1.5899999999999928,0.7181571815718157,0.5849056603773585
250,8476884,Derrick Pouliot,D,8,135.56666666666598,10.5666666666667,0,2,1,2,0.0,4,0.18,14,6,1,10,9,77,138,6,6.95,15,19,0.07792207792207792,83,7,-0.18,0.5588235294117647,0.46153846153846156
251,8476885,Jacob Trouba,D,82,1738.0499999999988,93.1333333333333,8,22,12,30,5.0,199,8.579999999999998,362,96,19,218,196,853,1573,88,81.73000000000003,271,155,0.10316529894490035,789,96,-0.5799999999999983,0.36384976525821594,0.4782608695652174
252,8476887,Filip Forsberg,F,50,873.5999999999999,154.9166666666667,19,23,13,42,13.0,157,18.410000000000004,322,173,67,86,20,554,1075,62,62.64999999999998,81,252,0.11191335740072202,569,46,0.5899999999999963,0.7567567567567568,0.5740740740740741
253,8476889,Radek Faksa,F,81,1111.3666666666709,21.316666666666563,11,9,6,20,0.0,88,11.41,141,97,62,89,69,476,921,37,43.02999999999997,287,119,0.07773109243697479,437,35,-0.41000000000000014,0.29310344827586204,0.5138888888888888
254,8476891,Matt Grzelcyk,D,75,1292.4999999999995,33.116666666666426,4,22,9,26,0.0,102,4.379999999999999,201,49,7,51,78,687,1244,78,60.89000000000001,184,257,0.11353711790393013,658,33,-0.379999999999999,0.5827664399092971,0.7027027027027027
255,8476892,Colton Parayko,D,79,1817.2166666666665,50.75000000000001,4,23,6,27,2.0,133,5.729999999999995,256,59,10,115,144,730,1368,68,69.35999999999999,379,140,0.09315068493150686,693,108,-1.729999999999995,0.2697495183044316,0.38636363636363635
256,8476897,Oskar Sundqvist,F,67,928.9666666666689,130.4666666666668,10,18,8,28,8.0,69,11.170000000000003,125,88,55,63,28,449,841,54,48.65,118,198,0.12026726057906459,427,44,-1.1700000000000035,0.6265822784810127,0.5510204081632653
257,8476902,Esa Lindell,D,82,1633.1833333333327,4.51666666666669,8,16,7,24,0.0,116,6.989999999999995,231,68,13,87,147,694,1284,76,72.22999999999999,406,79,0.10951008645533142,643,76,1.0100000000000051,0.16288659793814433,0.5
258,8476905,Chandler Stephenson,F,81,1540.3833333333284,200.41666666666697,16,49,28,65,15.0,120,18.029999999999994,203,138,77,74,56,880,1603,99,90.72999999999998,302,383,0.1125,818,74,-2.029999999999994,0.5591240875912409,0.5722543352601156
259,8476906,Shayne Gostisbehere,D,75,1561.2499999999961,207.4166666666671,13,28,15,41,15.0,155,9.499999999999998,334,98,18,46,89,825,1609,84,86.81000000000002,211,294,0.10181818181818182,816,76,3.5000000000000018,0.5821782178217821,0.525
260,8476913,Devin Shore,F,47,421.3500000000007,2.2833333333333297,1,8,6,9,0.0,33,4.030000000000001,61,44,19,46,24,192,367,13,17.87,68,87,0.06770833333333333,181,9,-3.030000000000001,0.5612903225806452,0.5909090909090909
261,8476915,Jujhar Khaira,F,51,707.8166666666667,37.0166666666666,6,8,4,14,2.0,59,7.78,111,70,38,108,40,287,552,25,27.729999999999997,124,53,0.08710801393728224,261,45,-1.7800000000000002,0.2994350282485876,0.35714285714285715
262,8476917,Adam Pelech,D,61,1320.7666666666687,7.883333333333369,6,15,6,21,0.0,97,5.059999999999998,230,67,11,77,110,608,1167,59,61.55000000000001,332,136,0.09703947368421052,609,62,0.9400000000000022,0.2905982905982906,0.48760330578512395
263,8476918,Jimmy Vesey,F,81,1102.4500000000014,7.216666666666626,11,14,7,25,0.0,123,17.069999999999997,206,128,67,98,40,536,984,48,56.72000000000001,129,124,0.08955223880597014,503,48,-6.069999999999997,0.4901185770750988,0.5
264,8476919,Chris Tierney,F,36,391.0666666666673,4.266666666666669,3,7,4,10,0.0,19,1.5100000000000005,36,19,4,15,21,152,266,17,10.280000000000003,73,45,0.1118421052631579,102,32,1.4899999999999995,0.3813559322033898,0.3469387755102041
265,8476921,Jordan Martinook,F,82,1281.8833333333337,8.266666666666689,13,21,15,34,0.0,162,21.9,306,190,101,81,31,636,1270,57,65.17999999999999,304,236,0.08962264150943396,628,66,-8.899999999999999,0.43703703703703706,0.4634146341463415
266,8476923,Damon Severson,D,81,1616.3500000000013,107.58333333333347,7,26,12,33,4.0,102,5.919999999999997,245,90,19,44,115,963,1806,78,105.85999999999993,239,234,0.08099688473520249,1023,69,1.0800000000000027,0.49471458773784355,0.5306122448979592
267,8476925,Colton Sissons,F,82,1297.8500000000001,55.09999999999988,12,18,5,30,2.0,87,12.54,179,106,52,164,72,528,997,48,54.41999999999999,404,124,0.09090909090909091,476,73,-0.5399999999999991,0.23484848484848486,0.39669421487603307
268,8476927,Teddy Blueger,F,63,813.316666666667,3.9500000000000335,4,12,10,16,0.0,85,10.709999999999999,128,81,54,71,47,341,623,23,32.4,277,44,0.06744868035190615,291,45,-6.709999999999999,0.13707165109034267,0.3382352941176471
269,8476931,Jake McCabe,D,76,1480.0999999999985,7.366666666666705,3,22,10,25,0.0,96,4.3500000000000005,185,52,14,163,151,668,1214,70,62.040000000000006,280,173,0.10479041916167664,614,68,-1.3500000000000005,0.3818984547461369,0.5072463768115942
270,8476934,Brock McGinn,F,75,977.5499999999967,1.1666666666666812,12,7,3,19,0.0,91,9.809999999999997,156,90,41,84,43,403,700,33,37.04,345,86,0.08188585607940446,321,63,2.190000000000003,0.19953596287703015,0.34375
271,8476941,Connor Carrick,D,1,16.9,0.25,0,1,1,1,0.0,2,0.05,4,0,0,4,0,9,13,3,0.58,2,2,0.3333333333333333,7,0,-0.05,0.5,1.0
272,8476948,Charles Hudon,F,9,97.0166666666674,8.01666666666663,0,0,0,0,0.0,18,1.74,26,17,7,13,2,59,103,2,5.02,6,14,0.03389830508474576,43,4,-1.74,0.7,0.3333333333333333
273,8476952,Dominic Toninato,F,5,39.633333333333304,0.316666666666667,0,1,0,1,0.0,7,0.41,8,6,1,6,2,22,34,2,1.22,4,7,0.09090909090909091,17,2,-0.41,0.6363636363636364,0.5
274,8476958,Jaccob Slavin,D,76,1671.366666666666,11.166666666666682,7,20,10,27,0.0,131,6.539999999999998,297,103,22,36,103,914,1787,76,87.59,244,236,0.08315098468271334,888,78,0.46000000000000174,0.49166666666666664,0.4935064935064935
275,8476960,Andreas Athanasiou,F,81,1296.2833333333333,154.25,20,20,11,40,7.0,175,18.639999999999997,337,180,81,43,44,619,1172,58,57.160000000000004,134,221,0.09369951534733441,582,74,1.360000000000003,0.6225352112676056,0.4393939393939394
276,8476967,Brett Kulak,D,82,1435.7666666666637,11.633333333333292,3,17,5,20,0.0,114,3.4899999999999993,211,40,8,105,106,694,1214,66,64.62,224,175,0.09510086455331412,630,79,-0.4899999999999993,0.43859649122807015,0.45517241379310347
277,8476979,Erik Gustafsson,D,70,1384.0999999999995,157.58333333333314,7,35,18,42,14.0,122,6.609999999999999,269,88,19,52,63,808,1576,87,79.67000000000002,110,301,0.10767326732673267,833,54,0.39000000000000057,0.732360097323601,0.6170212765957447
278,8476981,Josh Anderson,F,69,1170.2333333333324,117.41666666666671,21,11,7,32,4.0,164,22.590000000000003,281,199,96,139,49,572,1059,62,62.420000000000016,207,194,0.10839160839160839,563,77,-1.5900000000000034,0.4837905236907731,0.4460431654676259
279,8476988,Matthew Benning,D,77,1522.949999999995,63.25,1,23,13,24,1.0,58,3.379999999999998,156,52,7,102,125,589,1113,55,60.85,344,63,0.0933786078098472,600,99,-2.379999999999998,0.1547911547911548,0.35714285714285715
280,8476994,Vinnie Hinostroza,F,26,327.61666666666565,0.9166666666666601,2,9,5,11,0.0,38,2.75,75,35,6,1,7,173,313,15,13.830000000000002,56,52,0.08670520231213873,162,16,-0.75,0.48148148148148145,0.4838709677419355
281,8477015,Connor Brown,F,4,67.066666666667,6.5166666666667,0,0,0,0,0.0,2,0.47,8,5,2,6,1,30,66,1,2.29,6,14,0.03333333333333333,30,7,-0.47,0.7,0.125
282,8477018,Ben Hutton,D,31,495.81666666666973,24.750000000000064,3,5,2,8,1.0,52,2.6499999999999995,94,24,8,18,34,278,503,18,22.699999999999996,45,82,0.06474820143884892,244,16,0.35000000000000053,0.6456692913385826,0.5294117647058824
283,8477021,Alexander Kerfoot,F,82,1198.7499999999977,55.21666666666655,10,22,12,32,3.0,133,15.050000000000006,221,148,72,54,46,565,1036,53,55.02000000000001,179,132,0.09380530973451327,562,54,-5.050000000000006,0.42443729903536975,0.4953271028037383
284,8477034,Jaycob Megna,D,54,1018.7666666666653,2.6166666666666734,1,11,6,12,0.0,56,2.869999999999999,126,36,7,86,66,508,974,49,48.79000000000002,130,112,0.09645669291338582,528,57,-1.8699999999999992,0.4628099173553719,0.46226415094339623
285,8477070,Liam O'Brien,F,56,639.8999999999984,2.01666666666666,3,8,5,11,0.0,39,4.349999999999999,74,40,15,203,28,202,391,18,17.620000000000005,109,66,0.0891089108910891,183,32,-1.3499999999999988,0.37714285714285717,0.36
286,8477073,Kurtis MacDermid,D,44,366.6166666666673,0.083333333333333,1,5,3,6,0.0,20,1.09,51,12,4,86,31,167,318,11,13.890000000000004,38,34,0.0658682634730539,146,12,-0.09000000000000008,0.4722222222222222,0.4782608695652174
287,8477126,Jayson Megna,F,55,550.2333333333361,0.8833333333333331,2,6,2,8,0.0,36,4.12,64,38,17,47,23,195,367,10,16.69,114,53,0.05128205128205128,156,39,-2.12,0.31736526946107785,0.20408163265306123
288,8477210,Buddy Robinson,F,9,105.96666666666601,0.083333333333333,1,2,1,3,0.0,13,0.8700000000000001,19,9,3,15,3,52,95,4,4.41,8,7,0.07692307692307693,44,5,0.1299999999999999,0.4666666666666667,0.4444444444444444
289,8477220,Nate Schmidt,D,71,1311.183333333335,117.06666666666679,7,12,5,19,5.0,101,5.8199999999999985,245,70,15,45,85,634,1263,52,67.99,156,220,0.08201892744479496,660,35,1.1800000000000015,0.5851063829787234,0.5977011494252874
290,8477244,Chad Ruhwedel,D,47,684.7166666666657,0.016666666666667,1,4,1,5,0.0,36,1.4500000000000004,97,23,4,90,51,354,626,22,32.15,117,68,0.062146892655367235,313,38,-0.4500000000000004,0.3675675675675676,0.36666666666666664
291,8477320,Anton Blidh,F,14,92.11666666666682,0.033333333333333,0,0,0,0,0.0,9,0.7100000000000002,13,5,4,18,2,41,75,0,3.1899999999999995,9,8,0.0,39,2,-0.7100000000000002,0.47058823529411764,0.0
292,8477330,Dominik Kubalik,F,81,1208.0,197.1166666666667,20,25,17,45,17.0,174,20.92000000000001,315,173,65,89,26,659,1225,71,66.17999999999999,149,274,0.10773899848254932,574,63,-0.9200000000000088,0.6477541371158393,0.5298507462686567
293,8477335,Kyle Burroughs,D,48,833.4333333333329,2.74999999999999,2,3,2,5,0.0,47,1.9100000000000008,92,26,4,165,84,363,653,25,33.42,123,76,0.06887052341597796,361,42,0.08999999999999919,0.38190954773869346,0.373134328358209
294,8477341,Andreas Johnsson,F,13,175.0333333333327,14.76666666666667,0,3,1,3,0.0,18,1.47,23,13,6,7,5,85,171,6,8.219999999999999,28,28,0.07058823529411765,84,11,-1.47,0.5,0.35294117647058826
295,8477346,MacKenzie Weegar,D,81,1708.9833333333345,77.91666666666674,4,27,9,31,3.0,160,8.139999999999999,356,101,17,186,117,988,1873,74,89.37000000000005,337,235,0.07489878542510121,888,71,-4.139999999999999,0.41083916083916083,0.5103448275862069
296,8477353,Tyler Motte,F,62,779.500000000001,15.250000000000004,8,11,7,19,0.0,109,11.960000000000004,184,105,58,118,60,323,606,27,31.98,175,66,0.08359133126934984,295,35,-3.9600000000000044,0.27385892116182575,0.43548387096774194
297,8477357,Saku Maenalanen,F,64,661.2500000000019,2.866666666666643,4,6,2,10,0.0,61,6.7399999999999975,109,57,33,113,31,247,471,16,21.57,108,54,0.06477732793522267,215,21,-2.7399999999999975,0.3333333333333333,0.43243243243243246
298,8477359,Tucker Poolman,D,3,41.883333333334,0.21666666666667,0,1,1,1,0.0,3,0.05,4,0,0,2,2,19,41,2,1.29,12,7,0.10526315789473684,15,1,-0.05,0.3684210526315789,0.6666666666666666
299,8477365,Connor Clifton,D,78,1392.7499999999986,8.433333333333339,5,18,9,23,0.0,93,5.219999999999998,172,59,16,208,120,667,1204,65,58.84,213,183,0.09745127436281859,669,49,-0.21999999999999797,0.4621212121212121,0.5701754385964912
300,8477369,Carson Soucy,D,78,1270.7666666666623,15.400000000000054,3,13,5,16,0.0,87,3.849999999999999,196,52,7,143,96,572,1083,59,52.99999999999999,173,162,0.10314685314685315,517,56,-0.8499999999999992,0.4835820895522388,0.5130434782608696
301,8477380,Jonny Brodzinski,F,17,158.41666666666677,0.533333333333327,1,1,0,2,0.0,27,1.8500000000000005,42,18,9,9,4,67,131,6,5.119999999999999,16,21,0.08955223880597014,59,4,-0.8500000000000005,0.5675675675675675,0.6
302,8477384,Josh Brown,D,68,1071.850000000001,2.6833333333333327,4,3,2,7,0.0,68,4.1,128,40,13,152,118,353,688,39,34.169999999999995,343,126,0.11048158640226628,346,87,-0.09999999999999964,0.26865671641791045,0.30952380952380953
303,8477392,Hudson Fasching,F,49,611.649999999999,10.18333333333332,10,9,7,19,1.0,61,8.059999999999999,109,78,51,45,22,281,585,34,27.909999999999997,77,62,0.12099644128113879,289,23,1.9400000000000013,0.4460431654676259,0.5964912280701754
304,8477401,John Hayden,F,7,55.3833333333336,0.0,2,0,0,2,0.0,9,1.0999999999999999,19,13,7,4,3,30,59,2,2.5199999999999996,7,13,0.06666666666666667,27,0,0.9000000000000001,0.65,1.0
305,8477402,Pavel Buchnevich,F,63,1225.533333333332,184.26666666666685,26,41,28,67,21.0,123,16.5,227,154,67,54,23,639,1155,96,69.99000000000001,257,271,0.15023474178403756,653,75,9.5,0.5132575757575758,0.5614035087719298
306,8477404,Jake Guentzel,F,78,1569.0499999999986,301.60000000000036,36,37,26,73,23.0,244,38.1,446,331,176,83,46,1060,2077,120,130.01,131,432,0.11320754716981132,1183,73,-2.1000000000000014,0.7673179396092362,0.6217616580310881
307,8477406,Mattias Janmark,F,66,967.8166666666652,6.500000000000015,10,15,10,25,0.0,79,10.069999999999997,117,78,53,20,26,404,717,39,38.06,230,157,0.09653465346534654,357,46,-0.06999999999999673,0.40568475452196384,0.4588235294117647
308,8477407,Anthony Duclair,F,20,297.03333333333507,24.46666666666663,2,7,5,9,0.0,43,6.2,83,53,31,20,9,196,344,16,20.889999999999997,41,64,0.08163265306122448,182,11,-4.2,0.6095238095238096,0.5925925925925926
309,8477409,Carter Verhaeghe,F,81,1417.6666666666679,177.4166666666663,42,31,14,73,13.0,275,31.739999999999995,470,284,119,29,31,1028,1893,100,111.09000000000003,179,293,0.09727626459143969,1011,69,10.260000000000005,0.6207627118644068,0.591715976331361
310,8477416,Oliver Bjorkstrand,F,81,1265.499999999996,190.76666666666645,20,25,12,45,10.0,198,23.880000000000003,358,211,75,63,38,719,1409,72,69.76,124,273,0.10013908205841446,642,52,-3.8800000000000026,0.6876574307304786,0.5806451612903226
311,8477425,Miles Wood,F,76,920.133333333336,84.03333333333337,13,14,10,27,3.0,167,15.800000000000004,276,147,79,100,19,509,1003,40,51.709999999999994,152,149,0.07858546168958742,517,33,-2.8000000000000043,0.4950166112956811,0.547945205479452
312,8477426,Nicholas Paul,F,80,1292.7333333333302,96.01666666666678,17,15,8,32,4.0,120,16.32999999999999,217,146,69,111,46,613,1169,60,61.659999999999975,290,239,0.09787928221859707,627,56,0.6700000000000088,0.45179584120982985,0.5172413793103449
313,8477429,Andrew Copp,F,82,1488.716666666663,141.00000000000026,9,33,23,42,5.0,120,14.179999999999996,204,120,52,32,45,614,1171,66,62.38999999999999,344,234,0.10749185667752444,537,83,-5.179999999999996,0.40484429065743943,0.4429530201342282
314,8477433,Ben Harpur,D,42,590.7000000000013,1.2000000000000002,1,5,0,6,0.0,34,0.8200000000000002,77,17,1,63,57,246,465,22,20.32,71,64,0.08943089430894309,234,23,0.17999999999999983,0.4740740740740741,0.4888888888888889
315,8477435,Ryan Graves,D,78,1555.9333333333352,4.33333333333333,8,18,5,26,0.0,141,5.559999999999997,290,89,14,83,152,763,1428,87,79.81,343,147,0.11402359108781127,767,67,2.440000000000003,0.3,0.564935064935065
316,8477444,Andre Burakovsky,F,49,811.133333333335,127.19999999999997,13,26,15,39,14.0,105,8.549999999999997,206,103,24,17,15,463,852,52,40.95000000000001,73,183,0.11231101511879049,411,42,4.450000000000003,0.71484375,0.5531914893617021
317,8477446,Michael McCarron,F,32,337.34999999999906,1.8166666666666729,2,2,1,4,0.0,39,4.269999999999999,72,42,21,75,20,149,279,9,13.579999999999998,82,18,0.06040268456375839,141,16,-2.2699999999999987,0.18,0.36
318,8477447,Shea Theodore,D,55,1178.816666666665,127.41666666666667,8,33,15,41,9.0,136,7.179999999999999,282,80,16,16,86,702,1289,72,66.49,198,216,0.10256410256410256,654,43,0.8200000000000012,0.5217391304347826,0.6260869565217392
319,8477450,Jason Dickinson,F,78,1243.2333333333384,52.116666666666696,9,21,13,30,1.0,114,12.189999999999996,209,120,56,112,80,521,947,47,48.569999999999986,292,137,0.09021113243761997,450,101,-3.189999999999996,0.31934731934731936,0.31756756756756754
320,8477451,Ryan Hartman,F,59,961.5833333333302,77.39999999999998,15,22,15,37,4.0,149,15.910000000000002,275,141,55,62,48,567,1076,50,54.830000000000005,133,167,0.08818342151675485,518,44,-0.9100000000000019,0.5566666666666666,0.5319148936170213
321,8477454,Adam Erne,F,61,816.233333333332,1.6333333333333373,8,10,6,18,0.0,55,6.840000000000001,114,69,31,160,55,270,544,26,24.040000000000006,133,126,0.0962962962962963,244,53,1.1599999999999993,0.4864864864864865,0.3291139240506329
322,8477456,J.T. Compher,F,82,1684.3333333333317,228.33333333333354,17,35,22,52,14.0,154,20.22,255,191,86,37,82,977,1750,103,94.25999999999998,408,350,0.10542476970317298,883,80,-3.219999999999999,0.46174142480211083,0.5628415300546448
323,8477460,Laurent Dauphin,F,21,219.6499999999993,0.5666666666666631,1,0,0,1,0.0,25,3.0300000000000002,41,24,14,17,10,86,188,3,7.6,34,32,0.03488372093023256,89,7,-2.0300000000000002,0.48484848484848486,0.3
324,8477462,Robert Hagg,D,38,589.7833333333361,1.2333333333333414,2,5,4,7,0.0,40,2.1100000000000003,83,20,4,111,47,231,431,19,21.02,66,83,0.08225108225108226,194,28,-0.11000000000000032,0.5570469798657718,0.40425531914893614
325,8477463,Steven Santini,D,4,50.0333333333337,0.066666666666667,0,1,1,1,0.0,5,0.11000000000000001,9,1,0,6,10,23,43,2,2.1799999999999997,6,2,0.08695652173913043,21,3,-0.11000000000000001,0.25,0.4
326,8477464,Nic Petan,F,10,115.99999999999801,2.8000000000000305,1,2,1,3,0.0,10,0.8,17,6,3,4,5,53,90,7,4.1,20,18,0.1320754716981132,35,7,0.19999999999999996,0.47368421052631576,0.5
327,8477467,Gustav Olofsson,D,3,38.799999999999,0.15,0,0,0,0,0.0,6,0.18,8,1,0,2,4,25,36,2,1.3900000000000001,1,4,0.08,15,1,-0.18,0.8,0.6666666666666666
328,8477471,Dillon Heatherington,D,3,27.8000000000004,0.0,0,0,0,0,0.0,1,0.02,3,0,0,2,2,11,23,0,1.13,5,4,0.0,15,3,-0.02,0.4444444444444444,0.0
329,8477476,Artturi Lehkonen,F,64,1308.9500000000032,225.98333333333355,21,30,9,51,20.0,150,19.94000000000001,276,192,101,93,43,865,1567,95,86.08000000000003,125,278,0.10982658959537572,805,56,1.0599999999999916,0.6898263027295285,0.6291390728476821
330,8477478,William Carrier,F,56,704.7666666666678,26.76666666666663,16,9,8,25,0.0,118,13.8,172,119,81,133,22,354,667,36,37.08999999999999,139,86,0.1016949152542373,331,21,2.1999999999999993,0.38222222222222224,0.631578947368421
331,8477479,Tyler Bertuzzi,F,50,824.4166666666682,141.8333333333336,8,22,12,30,10.0,107,11.980000000000004,181,110,59,54,22,524,944,60,51.46999999999998,77,177,0.11450381679389313,510,44,-3.980000000000004,0.6968503937007874,0.5769230769230769
332,8477482,Zach Sanford,F,16,215.83333333333104,21.5833333333333,2,1,1,3,0.0,20,2.63,41,28,15,21,21,105,197,8,9.76,33,28,0.0761904761904762,105,9,-0.6299999999999999,0.45901639344262296,0.47058823529411764
333,8477488,Brett Pesce,D,82,1804.783333333338,88.9166666666667,5,25,15,30,4.0,144,6.359999999999997,346,78,12,37,110,954,1846,84,95.46,296,286,0.0880503144654088,885,85,-1.3599999999999968,0.49140893470790376,0.4970414201183432
334,8477492,Nathan MacKinnon,F,71,1584.5333333333335,290.4833333333334,42,69,42,111,34.0,366,32.24,629,329,99,53,40,1120,2086,146,117.29,143,376,0.13035714285714287,1104,66,9.759999999999998,0.7244701348747592,0.6886792452830188
335,8477493,Aleksander Barkov,F,68,1443.2500000000005,278.91666666666663,23,55,31,78,30.0,208,21.73,345,215,88,52,48,1003,1814,119,120.51,327,311,0.11864406779661017,988,85,1.2699999999999996,0.48746081504702193,0.5833333333333334
336,8477494,Jonathan Drouin,F,58,864.666666666669,117.45000000000014,2,27,14,29,9.0,69,7.25,125,69,29,29,23,438,829,40,42.690000000000005,72,165,0.091324200913242,408,45,-5.25,0.6962025316455697,0.47058823529411764
337,8477495,Seth Jones,D,72,1760.4833333333313,235.1,12,25,11,37,12.0,178,9.759999999999998,330,96,22,106,125,942,1687,89,94.57,274,303,0.09447983014861996,804,114,2.240000000000002,0.5251299826689775,0.43842364532019706
338,8477496,Elias Lindholm,F,80,1492.1166666666625,231.11666666666662,22,42,25,64,21.0,187,26.220000000000002,342,217,95,98,50,914,1732,96,100.99000000000004,402,366,0.1050328227571116,886,79,-4.220000000000002,0.4765625,0.5485714285714286
339,8477497,Sean Monahan,F,25,434.18333333333,78.81666666666635,6,11,7,17,4.0,55,7.159999999999998,84,59,29,10,8,242,440,27,24.169999999999998,75,108,0.1115702479338843,233,28,-1.1599999999999984,0.5901639344262295,0.4909090909090909
